First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Family Income Numeric
Bradley,bradley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Instagram,Team entity,Students,2023,Madgaon,6.8,7,5-7 Lakh,10,yes,6.0
Isaac,isaac@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Instagram,Team entity,Students,2025,Ahemdabad,8.4,7,7 Lakh+,10,no,8.0
Hermelinda,hermelinda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Instagram,Team entity,Engineering ,2025,Amreli,9.9,7,0-2 Lakh,15,no,1.0
Alexis,alexis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Students,2023,Dwarka,6.6,5,0-2 Lakh,12,no,1.0
Lottie,lottie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Instagram,Team entity,Students,2024,Godhra,6.7,6,0-2 Lakh,20,yes,1.0
Lizzie,lizzie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Students,2024,Jamnagar,7.6,6,0-2 Lakh,21,no,1.0
Roxie,roxie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Students,2023,Junagadh,8.3,5,2-5 Lakh,9,no,3.5
Wanda,wanda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram,Team entity,Students,2026,Morbi,8.9,6,7 Lakh+,8,no,8.0
Charisse,charisse@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Instagram,Team entity,Students,2023,Nadiad,9.5,6,0-2 Lakh,14,no,1.0
Trent,trent@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Instagram,Team entity,Students,2025,Navsari,8.5,6,0-2 Lakh,21,yes,1.0
Devon,devon@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Engineering ,2024,Okha,8.5,7,0-2 Lakh,5,yes,1.0
Janice,janice@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Instagram,Team entity,Students,2024,Rajkot,8.8,7,0-2 Lakh,16,no ,1.0
Lina,lina@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Instagram,Team entity,Students,2023,Surat,7.9,5,0-2 Lakh,21,no ,1.0
Birdie,birdie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Instagram,Team entity,Engineering ,2023,Valsad,7.5,7,0-2 Lakh,8,yes,1.0
Clifford,clifford@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Instagram,Team entity,Data Science and Analyst,2026,Ambala,8.3,6,0-2 Lakh,7,yes,1.0
Alfonso,alfonso@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Instagram,Team entity,Students,2025,Chandigarh,6.4,5,0-2 Lakh,20,no,1.0
Shawn,shawn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Instagram,Team entity,Engineering ,2025,Faridabad,7.5,6,0-2 Lakh,9,no,1.0
Marlene,marlene@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Instagram,Team entity,Students,2024,Gurugram,7.7,6,0-2 Lakh,13,no,1.0
Alvin,alvin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Civil Engineering,2024,Hisar,9.9,6,2-5 Lakh,24,yes,3.5
Essie,essie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Instagram,Team entity,Students,2023,Jind,7.6,3,5-7 Lakh,17,no,6.0
Dann,dann@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Students,2023,Kaithal,7.9,3,7 Lakh+,11,no,8.0
Gwendolyn,gwendolyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Instagram,Team entity,Students,2024,Rewari,9.2,3,0-2 Lakh,9,no,1.0
Krystle,krystle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Instagram,Team entity,Students,2025,Rohtak,7.6,7,0-2 Lakh,8,yes,1.0
Cheryle,cheryle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Instagram,Team entity,Students,2023,Sirsa,8.7,7,2-5 Lakh,7,yes,3.5
Pam,pam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Instagram,Team entity,Students,2023,Sonipat,9.5,3,5-7 Lakh,25,no ,6.0
Peg,peg@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Instagram,Team entity,Students,2025,Chamba,6.9,6,7 Lakh+,21,no ,8.0
Lovella,lovella@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Instagram,Team entity,Students,2024,Kangra,9.2,3,0-2 Lakh,30,yes,1.0
Quincy,quincy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Instagram,Team entity,Students,2026,Hamirpur,6.9,6,0-2 Lakh,24,yes,1.0
Meghan,meghan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram,Team entity,Engineering ,2024,kullu,7.2,8,0-2 Lakh,8,no,1.0
Mariah,mariah@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Instagram,Team entity,Students,2023,Mandi,7.5,8,0-2 Lakh,19,no,1.0
Loretta,loretta@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Intern,2023,Una,7.5,5,0-2 Lakh,17,yes,1.0
Rosalind,rosalind@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Instagram,Team entity,Students,2025,Anantnag,6.9,6,0-2 Lakh,18,no,1.0
Dixie,dixie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Instagram,Team entity,Intern,2023,Gulmarg,7.3,6,0-2 Lakh,8,no,1.0
Dena,dena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Instagram,Team entity,Engineering ,2024,Jammu,6.7,8,0-2 Lakh,8,no,1.0
Barry,barry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Instagram,Team entity,Students,2025,Punch,8.7,6,0-2 Lakh,8,yes,1.0
Jocelyn,jocelyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Instagram,Team entity,Graphic designer ,2023,Rajouri,6.7,3,0-2 Lakh,8,yes,1.0
Doug,doug@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Intern,2024,Srinagar,9.0,5,0-2 Lakh,9,no ,1.0
Courtney,courtney@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Instagram,Team entity,Students,2025,Udhampur,7.2,6,0-2 Lakh,9,no ,1.0
Major,major@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Instagram,Team entity,BE,2023,Badmi,8.5,5,0-2 Lakh,17,yes,1.0
Cordie,cordie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Instagram,Team entity,Students,2026,Ballari,6.5,3,0-2 Lakh,13,yes,1.0
Bette,bette@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Mechanical Engineer,2024,Bengaluru,6.6,8,0-2 Lakh,11,no,1.0
Rafael,rafael@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Instagram,Team entity,Intern,2025,Belgavi,9.5,8,0-2 Lakh,15,no,1.0
Margarita,margarita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Instagram,Team entity,Web Development,2024,Bidar,8.1,8,0-2 Lakh,19,no,1.0
Hattie,hattie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Instagram,Team entity,Data Science and Analyst,2023,Hasan,9.7,5,0-2 Lakh,18,yes,1.0
Reynaldo,reynaldo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Instagram,Team entity,Students,2023,Kolar,9.3,5,0-2 Lakh,12,no,1.0
Nicolas,nicolas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Instagram,Team entity,Students,2025,Mysuru,9.1,3,0-2 Lakh,23,no,1.0
Curt,curt@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Instagram,Team entity,Intern,2024,Kochi,7.6,6,0-2 Lakh,8,no,1.0
Dustin,dustin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Instagram,Team entity,Students,2024,Kollam,7.8,8,0-2 Lakh,9,no,1.0
Octavio,octavio@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Instagram,Team entity,IT,2023,Bhopal,8.5,5,0-2 Lakh,13,yes,1.0
Yuko,yuko@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Students,2023,Dhar,8.7,8,0-2 Lakh,19,yes,1.0
Ernest,ernest@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Instagram,Team entity,Intern,2025,Indore,8.3,8,0-2 Lakh,25,no ,1.0
Troy,troy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram,Team entity,Asst. Professor,2024,Guna,9.4,3,0-2 Lakh,22,no ,1.0
Minnie,minnie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Instagram,Team entity,CSE,2025,Gwalior,8.6,6,0-2 Lakh,6,yes,1.0
Myra,myra@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Instagram,Team entity,Engineering ,2024,Narwar,8.5,8,0-2 Lakh,9,yes,1.0
Shawna,shawna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Students,2023,Orchha,9.1,8,7 Lakh+,20,no,8.0
Jeffry,jeffry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Instagram,Team entity,Students,2023,Sagar,7.7,5,0-2 Lakh,15,no,1.0
Tyler,tyler@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Instagram,Team entity,Intern,2024,Ujjain,7.2,3,0-2 Lakh,19,yes,1.0
Loreta,loreta@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Instagram,Team entity,Students,2024,Vidisha,7.6,5,0-2 Lakh,13,no,1.0
Lona,lona@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Students,2023,Akola,7.3,3,0-2 Lakh,11,no,1.0
Toni,toni@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Instagram,Team entity,Students,2025,Bhandara,9.4,6,0-2 Lakh,16,no,1.0
Agnes,agnes@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Instagram,Team entity,MTech,2024,Bhsawal,6.6,3,0-2 Lakh,10,no,1.0
Wesley,wesley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Instagram,Team entity,Students,2025,Bid,6.6,3,0-2 Lakh,10,yes,1.0
Oscar,oscar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Instagram,Team entity,Founder,2023,Dhule,7.7,5,0-2 Lakh,12,no ,1.0
Darwin,darwin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Instagram,Team entity,Students,2026,Jalgaon,8.1,3,0-2 Lakh,20,no ,1.0
Wiley,wiley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Intern,2023,Kalyan,7.9,6,0-2 Lakh,21,yes,1.0
Elaine,elaine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Instagram,Team entity,Students,2025,Thane,7.1,6,0-2 Lakh,9,yes,1.0
Rosalie,rosalie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Students,2024,Navi Mumbai,8.3,3,0-2 Lakh,9,no,1.0
Brittney,brittney@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Students,2024,Mumbai,7.7,8,0-2 Lakh,8,no,1.0
Margret,margret@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Instagram,Team entity,Students,2023,Nagpur,8.0,3,0-2 Lakh,7,no,1.0
Vicente,vicente@xyz.com,1,Internship Program(IP) Success Conclave,Attending,d y patil institute of mca and management akurdi pune,Instagram,Team entity,Students,2026,Kolhapur,9.4,8,7 Lakh+,18,no,8.0
Matthew,matthew@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Instagram,Team entity,Students,2024,Matheran,6.7,5,0-2 Lakh,21,no,1.0
Dorothy,dorothy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Instagram,Team entity,Students,2025,Nashik,7.9,6,0-2 Lakh,8,no,1.0
Helen,helen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Instagram,Team entity,Students,2023,Pune,9.3,5,0-2 Lakh,7,no,1.0
Anthony,anthony@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Instagram,Team entity,BE IT,2024,Solapur,6.9,3,0-2 Lakh,20,yes,1.0
Charles,charles@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Students,2025,Sangli,8.3,8,0-2 Lakh,13,no ,1.0
Andrea,andrea@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram,Team entity,Students,2023,Wardha,8.1,5,0-2 Lakh,17,yes,1.0
Lauren,lauren@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Instagram,Team entity,Engineering ,2025,Vasai,9.6,6,0-2 Lakh,21,no,1.0
Susan,susan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Students,2024,Shillong,7.5,5,0-2 Lakh,8,no,1.0
Scott,scott@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Instagram,Team entity,Students,2024,Puri,7.9,5,0-2 Lakh,9,no,1.0
Kevin,kevin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Instagram,Team entity,Students,2025,Cuttack,9.6,3,0-2 Lakh,7,no,1.0
Gary,gary@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Instagram,Team entity,Students,2023,Baleshwar,9.1,6,0-2 Lakh,25,no,1.0
Ashley,ashley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Instagram,Team entity,Students,2025,Mahe,7.3,5,0-2 Lakh,21,no,1.0
Lisa,lisa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Instagram,Team entity,Engineering ,2024,Amritsar,7.5,3,0-2 Lakh,30,no,1.0
Jacob,jacob@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Instagram,Team entity,Students,2026,Patiala,7.6,8,0-2 Lakh,24,no,1.0
Sherry,sherry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Instagram,Team entity,Students,2024,Sangrur,8.0,8,0-2 Lakh,8,yes,1.0
Frances,frances@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Instagram,Team entity,Students,2023,Ajmer,7.2,3,0-2 Lakh,19,yes,1.0
Mark,mark@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Instagram,Team entity,Students,2023,Amer,9.1,8,7 Lakh+,21,no ,8.0
Christy,christy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Instagram,Team entity,Computer Engineer,2025,Bikaner,7.1,5,0-2 Lakh,18,yes,1.0
Kelly,kelly@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Instagram,Team entity,Students,2024,Jaipur,7.1,8,0-2 Lakh,9,yes,1.0
Katherine,katherine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Instagram,Team entity,Students,2026,Jalor,9.5,5,0-2 Lakh,8,no,1.0
Katrina,katrina@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Instagram,Team entity,Intern,2023,Kota,7.3,3,0-2 Lakh,8,yes,1.0
Kathleen,kathleen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Instagram,Team entity,Intern,2024,Sikar,7.8,6,0-2 Lakh,7,no,1.0
George,george@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Instagram,Team entity,Students,2025,Gangtok,9.1,3,0-2 Lakh,7,no,1.0
Maria,maria@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Instagram,Team entity,Engineering ,2024,Hyderbad,6.9,6,0-2 Lakh,8,no,1.0
Thomas,thomas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Instagram,Team entity,Intern,2023,Nizambad,8.4,8,0-2 Lakh,5,no,1.0
Barbara,barbara@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Instagram,Team entity,Students,2026,Agartala,6.7,5,0-2 Lakh,6,yes,1.0
Stephanie,stephanie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Instagram,Team entity,Computer Engineer,2024,Agra,9.2,5,0-2 Lakh,6,yes,1.0
Terry,terry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Instagram,Team entity,Students,2023,Aligarh,7.3,5,7 Lakh+,7,no ,8.0
